,Text,Sentiment
4396,thank good us militari folk cold stloui sure enjoy flight,1
4397,thank lose luggag,0
4398,us cant get state play hunt destinationdragon ticket left even one,0
4399,well car amp free place stay known unaccept treatment spvsr salli cleveland disappoint,0
4400,asshol cut front system blow,0
4401,pretti stupid probabl fli plu hear nightmar stori overbook flight,0
4402,minut without talk human point would recommend call,0
4403,u guy cancel flight bna flight amp bother alert passeng give,0
4404,thank much send la destinationdragon tonight gonna rock,1
4405,oh see thank support padresst,1
4406,yeah haha never one expens much fun destinationdragon,1
4407,beauti day seattl,1
4408,best video seen ever teamspirit http co x jena nye,1
4409,thank kind respons acknowledg apolog go long way southwestrock,1
4410,thank minut someon eventu help us took care,0
4411,go weekend friend birthday point reflight book problem,0
4412,one bag make destin claim ticket way help statu locat,0
4413,includ inclement weather may impact schedul servic reflight book problem option avail,0
4414,ye not attitud nasti comment,0
4415,guy rock easi quick afford chang flight bestairlineev neverchang,1
4416,hour delay atl due air traffic control love miss entir day vacat unhappycustom mytimeismoney,0
4417,cancel flightl get refund cancel flightlat happen min phone wait amp pain music unaccept come,0
4418,thank help shannon great custom servic,1
4419,hour late flight made sf mayb help get earlier flight sunday,0
4420,anoth ride sw employe print board pass defici train obvious,0
4421,thank lindsey amp southwest twitter team great servic amp speedi resolut luvag swa,1
4422,appar mechan flown fix plane not assur sign,0
4423,pleas help realli want fli guessweflyingdelta,1
4424,thank dming,1
4425,cancel flight flight bna today needtogethom,0
4426,huge problem someon whose ticket cancel flight mid trip dm,0
4427,flight sunni sfo delay hour other cancel flightl left right littl updat help,0
4428,pleas explain rep ignor technic issu pass buck not good busi model lucki limit,0
4429,understood frustrat buy earli bird check day go sale get mid b feel rip,0
4430,pleas start charg carryon luggag carryonbagssloweverybodydown,0
4431,sea den south sound volleybal team way,1
4432,swa low fare time servic great manufactur quirki mmm not much sign captiveaudi,0
4433,pleas start offer servic airport drive hr use u,0
4434,fli jax den paid wifi bare function work want never,0
4435,flight nashvil cancel flightl anoth flight tri call amp cannot get human,0
4436,delay understand look time flight board time weird,0
4437,alreadi book ticket august th th wait vacat,1
4438,frustrat bought earli bird day ticket releas got mid b ticket spend noth,0
4439,plane work luxuri paid go away keep money need biz model,0
4440,extend call day expir extend mightmismybrosgradu,0
4441,airlin fli seen anyth like yet,0
4442,awesom love fli swa,1
4443,guy flight attend last flight hilari,1
4444,thank info quick respons,1
4445,shhhh want someth els steal deal,1
4446,cancel flight flight minut takeoff amp sit min runway reschedul flight badservic,0
4447,deborah help,1
4448,give guy rais great start flight az mke,1
4449,not int l friendli,0
4450,horribl custom servic empti seat earli flight wantcharg doubl get home earli instead usual late flight,0
4451,answer phone chang flight plan srsli,0
4452,could littl accommod extend flight credit what extra day notahappytravel,0
4453,go inconsist enforc rule prefer not randomli take freq flyer obey,0
4454,relay concern realli mean amp u keep let peopl flight bag larger u state allowabl,0
4455,long take point rr shop post account got email say earn point see em,0
4456,oh gosh go dm thank,1
4457,thank much your amaz im go cri omg,1
4458,could get flight delay,0
4459,make flight fund forfeit show tri book anoth flight use fund,0
4460,make delay go away mayb upgrad kat seat head columbu,0
4461,hi want see new rout plan year newark love fli guy hope,1
4462,thank touch moveaboutthecountri,1
4463,fjbfsc need receipt show charg amex not xx keep get sent,0
4464,need tsa pre show flight mine,0
4465,get run around today custom servic amp disconnect custom relat given twice help,0
4466,hour alreadi,0
4467,flight bwi isp readi go thank keep us warm frigidfriday,1
4468,love love love southwest rock alway http co q vsffrd u,1
4469,shout flight crew take amaz care us doubl flight thankyou,1
4470,pleas hate fli differ airlin fav,1
4471,fli delta week gogo good tweet sent even send land bad,0
4472,sure thing,1
4473,book hotel twice ahhhhh,0
4474,save mile visit famili impact mani time see mother plan chang rule,1
4475,jackpot legroom,1
4476,go airlin not much say care see not much right suck,0
4477,loyal southwest begin unhappi devalu,0
4478,live southwest imagin dragon favorit band met bestfriend thank would amaz,1
4479,longer flight seri wifi great retir,0
4480,excruciatingli slow internet swa flight norm rather except address,0
4481,browser hover intrus annoy fact wifi work one devic sort sad,0
4482,sign screen major mobil issu respons design work properli nexu,0
4483,sure also read southwest believ liabl incid fault sw lost,0
4484,new flight wifi servic super crappi user experi miss old provid,0
4485,damn cold sit runway heat,0
4486,love air travel get easier,1
4487,receiv awesom phone help jim today help switch around flight book point,1
4488,repeat polici basic repeat fuck custom shop new airlin asap,0
4489,yeah not happen realli piss kind thing expect us austrian not,0
4490,glad see know keep money pocket thank voucher return lost bag,0
4491,call custom servic sit tarmack hr lost bag give voucher,0
4492,bull add fare cart lock made way paypal,0
4493,troubl wifi matter get redirect back getconnect page even though say connect,0
4494,account even awar destinationdragon contest one your fuck,0
4495,thank wait either,1
4496,even mean take let elit custom paid seat fill seat go empti anyway,0
4497,sweet glad hear keep guy mind next time,1
4498,great job achiev citi not bwi,0
4499,hello flight cancel flightl destinationdragon one desk kci know fuck happen,0
4500,employe bwi amaz,1
4501,thank respond,1
4502,thank leav hang destinationdragon flight fuck help,0
4503,luxuri peopl flight go get spoil,0
4504,three flight three check agent not enough missedflight back jet blue,0
4505,releas flight septemb found fli direct lbb la excit tripofalifetim,1
4506,unabl book travel right websit app help,0
4507,gracia appreci,1
4508,fantast best flight servic ever,1
4509,promot also said two free round trip flight nope pay extra chi vega bait amp switch,0
4510,extra luggag cost,0
4511,turn non stop flight laguardia dal stop stl wth think sorta comp order realli,0
4512,fli week bring blanket bc freez,1
4513,last flight consist ran behind schedul,0
4514,sinus contend two pain land rather one miss preregistr window beyond frustrat,0
4515,airlin chang ticket price middl day annoy,0
4516,delay kill late flightli,0
4517,love imagin dragon much eould die got ticket,1
4518,love imagin dragon flip much pl destinationdragon,1
4519,would love go atlanta show,1
4520,would anyth ticket vega anyth love imagin dragon much,1
4521,anoth delay wow,0
4522,want whini accommod sever passeng whose earlier flight cancel flightl flight long,0
4523,would awesom experi destinationdragon,1
4524,hi compani fli time wonder could pleas share link amp read,1
4525,begin tell slow plane wifi even pull email pay,0
4526,betsi besti gettin stuck la might not bad want home homewardbound betsi besti thankyou,0
4527,land ric right even left atl pick delta mayb,0
4528,love ya bringin hour late flight leav sit runway min fail,0
4529,never mor e disappoint compani charg use wifi work app parhet,0
4530,pick bag seatac cloth soak wet bagawim,0
4531,would cool best airlin compani hook ticket vega,1
4532,appreci repli hope lax agent get memo cheer,1
4533,offer us absolut noth troubl either blame,0
4534,link work,0
4535,nice could get answer even simpl would want know,0
4536,hour delay make nice offer reschedul next day,0
4537,nice trip back home looong vaca,1
4538,paid flight wifi austin san diego useabl possibl get refund conf x xvm,0
4539,usual excel swa flight,1
4540,know tri patienc easier cheaper way tpa pdx stuck w u turn hr mci,0
4541,figur stream work per to site take longer minut load,0
4542,wait wait get straight fli person busi not sure bebett,0
4543,gate attend let someon board whose board pass kept read invalid mess passeng log,0
4544,android wi fi experi terribl ripoff get mrn budweiserduel,0
4545,dear swa fli lot time amaz today unaccept sit midway delay min,0
4546,know final line like cattl board sw flight origin departur time badcustomerservic,0
4547,jason gate san made afternoon southwestairlin stellarservic thank,1
4548,thank ad straight flight columbu oakland,1
4549,look forward direct flight california see famili often thank byebyeusairlin,1
4550,great custom servic come know expect luv drop eb check help sight,0
4551,help made mistak drop earli bird check end luv,0
4552,pleas someth speed wifi connect plane might well non exist,0
4553,crew tonight outstand god bless medic train passeng board,1
4554,weather serious cannot even excus point aw servic summer,0
4555,serious worst rememb last time someon knew flight delay cancel flightl etc,0
4556,give crew swa high five av b guy nice xw land nice done,1
4557,charg much move full flight earlier flight seat avail make sens,0
4558,wifi come,0
4559,brd frustrat go buf not roc tld flt gng b held earlier would not mess cng bk unabl due overbk,0
4560,honest expect fast respons thank chiberia go,1
4561,make miracl custom servic depart gave far one friendliest phone call ever wheelsup,1
4562,alreadi sign thank look forward tri southwest experi,1
4563,unschedul aircraft chang pleas better system place not worth paid upgrad refund,0
4564,love hold flight phx late flight passeng make us hour late flight great job,0
4565,tri return orig book flt told overbook gng diff dest feel like switch purpos bec overbook,0
4566,forgiven love custom never left bae,1
4567,time estim luggag sure fill survey,0
4568,hear bad thing fli last weekend flight crew awesom thank,1
4569,sorri spam would awesom see vega help would absolut amaz,1
4570,let chat flight bwi carolina area girl get break resort usair day,0
4571,rememb let pm flight seat avail flight delay worst airlin badservic,0
4572,thank make new direct flight san francisco,1
4573,crew great us today travel ft lauderdal louisvil kid thank,1
4574,next enforc board procedur,0
4575,roger wilco,0
4576,nvm gate said hold connect thank quick respons,1
