,airline_sentiment,text
5195,negative,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help
5196,negative,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?
5197,negative,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.
5198,negative,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.
5199,negative,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays
5200,negative,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?
5201,negative,@SouthwestAir Hoping you answer the phone today?
5202,negative,"@SouthwestAir husband on hold 2.5 hrs, got disconnected!New wait 30 min. Can't confirm res due to the fact he booked on line! Nuts!"
5203,positive,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?
5204,negative,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH
5205,negative,@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.
5206,negative,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i
5207,negative,@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared
5208,negative,@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help
5209,negative,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone
5210,negative,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.
5211,positive,@SouthwestAir nice work on the update!
5212,negative,@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?
5213,negative,"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not."
5214,positive,"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j"
5215,negative,"@JetBlue They weren't on any flight, they just came Late Flight. Your JetBlue employee just informed us!"
5216,negative,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!
5217,negative,"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek"
5218,negative,@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap
5219,negative,@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw
5220,negative,@JetBlue they booked me for tomorrow. It's $250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.
5221,negative,@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.
5222,positive,@JetBlue thank you for the information.
5223,negative,@JetBlue ive tried on my phone and laptop :(
5224,negative,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺
5225,negative,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.
5226,negative,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO"
5227,negative,"@JetBlue I've spent three hours talking to all different people, most of which couldn't help. I probably won't be using JetBlue again."
5228,positive,@JetBlue great.
5229,positive,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉
5230,positive,@JetBlue flight 117. proud to fly Jet Blue!
5231,positive,"@JetBlue awesome, thanks! on hold now."
5232,negative,@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.
5233,negative,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.
5234,negative,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw"
5235,negative,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
5236,positive,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places..."
5237,positive,@JetBlue I did see that! Working on picking up a trip or two as we type.
5238,negative,@JetBlue it's poop and barely works
5239,positive,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
5240,negative,@JetBlue your wifi is a lie and i hate you
5241,negative,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(
5242,negative,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg."
5243,positive,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!
5244,negative,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.
5245,positive,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
5246,positive,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘"
5247,positive,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place"
5248,positive,@JetBlue Longing to look into the blue eyes. #firstlove
5249,positive,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom
5250,positive,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH"
5251,positive,"@JetBlue Annnndddd, I just booked my flight. That was easy."
5252,negative,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!
5253,positive,@JetBlue Thank you very much!
5254,negative,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?
5255,positive,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:)
5256,positive,@JetBlue glad you like it. Feel free to steal it.
5257,positive,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.
5258,positive,@JetBlue thanks to you customers like me stay loyal. From check in to landing.
5259,positive,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz
5260,positive,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #
5261,positive,@JetBlue Wish Everyone felt like you
5262,positive,@JetBlue sounds great! Thank you!! :)
5263,negative,"@JetBlue 's Once upon a sale that does not include BTV, as usual!  #jetbluehatesbtv"
5264,negative,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!"
5265,positive,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue
5266,positive,@JetBlue incredible PR team. 👏👏👏👏
5267,positive,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.
5268,negative,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising."
5269,negative,@JetBlue I just DM'd you!
5270,positive,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame"
5271,positive,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks
5272,positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
5273,negative,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.
5274,negative,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.
5275,negative,@JetBlue we were supposed to be Vieques by 3pm
5276,negative,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice
5277,negative,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound"
5278,negative,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(
5279,positive,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG
5280,negative,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr"
5281,positive,@JetBlue great will do once I land in JFK
5282,negative,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.
